,measurement_id,process_id,row_type,stdv,time,unit,value,source
12,vcd,cultivation1,measurement,587838600.0,288.0,cells/L,9659078000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
13,vcd,cultivation1,measurement,587838600.0,312.0,cells/L,8145390600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
14,vcd,cultivation1,measurement,587838600.0,336.0,cells/L,6484865000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
15,vcd,cultivation10,measurement,542700350.0,0.0,cells/L,646829500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
16,vcd,cultivation10,measurement,542700350.0,24.0,cells/L,956781900.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
17,vcd,cultivation10,measurement,542700350.0,48.0,cells/L,1426134800.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
18,vcd,cultivation10,measurement,542700350.0,72.0,cells/L,2162556400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
19,vcd,cultivation10,measurement,542700350.0,96.0,cells/L,3263259400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
20,vcd,cultivation10,measurement,542700350.0,120.0,cells/L,4766570500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
21,vcd,cultivation10,measurement,542700350.0,144.0,cells/L,6408459300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
22,vcd,cultivation10,measurement,542700350.0,168.0,cells/L,7958706700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
23,vcd,cultivation10,measurement,542700350.0,192.0,cells/L,8735072000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
24,vcd,cultivation10,measurement,542700350.0,216.0,cells/L,9512445000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
25,vcd,cultivation10,measurement,542700350.0,240.0,cells/L,9594331000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
26,vcd,cultivation10,measurement,542700350.0,264.0,cells/L,8791672000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
27,vcd,cultivation10,measurement,542700350.0,288.0,cells/L,7063716400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
28,vcd,cultivation10,measurement,542700350.0,312.0,cells/L,5585870300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
29,vcd,cultivation10,measurement,542700350.0,336.0,cells/L,4532652500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
30,vcd,cultivation2,measurement,683803700.0,0.0,cells/L,907362900.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
31,vcd,cultivation2,measurement,683803700.0,24.0,cells/L,1276254500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
32,vcd,cultivation2,measurement,683803700.0,48.0,cells/L,1761287000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
33,vcd,cultivation2,measurement,683803700.0,72.0,cells/L,2402285800.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
34,vcd,cultivation2,measurement,683803700.0,96.0,cells/L,3226417200.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
35,vcd,cultivation2,measurement,683803700.0,120.0,cells/L,4335242000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
36,vcd,cultivation2,measurement,683803700.0,144.0,cells/L,5662621700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
37,vcd,cultivation2,measurement,683803700.0,168.0,cells/L,7264573400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
38,vcd,cultivation2,measurement,683803700.0,192.0,cells/L,9037486000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
39,vcd,cultivation2,measurement,683803700.0,216.0,cells/L,10784308000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
40,vcd,cultivation2,measurement,683803700.0,240.0,cells/L,12162942000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
41,vcd,cultivation2,measurement,683803700.0,264.0,cells/L,12963594000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
42,vcd,cultivation2,measurement,683803700.0,288.0,cells/L,12357854000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
43,vcd,cultivation2,measurement,683803700.0,312.0,cells/L,10300050000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
44,vcd,cultivation2,measurement,683803700.0,336.0,cells/L,8128270300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
45,vcd,cultivation3,measurement,568124540.0,0.0,cells/L,928142850.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
46,vcd,cultivation3,measurement,568124540.0,24.0,cells/L,1368471300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
47,vcd,cultivation3,measurement,568124540.0,48.0,cells/L,1948533500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
48,vcd,cultivation3,measurement,568124540.0,72.0,cells/L,2776943600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
49,vcd,cultivation3,measurement,568124540.0,96.0,cells/L,4039602400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
50,vcd,cultivation3,measurement,568124540.0,120.0,cells/L,5851915000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
51,vcd,cultivation3,measurement,568124540.0,144.0,cells/L,7911395300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
52,vcd,cultivation3,measurement,568124540.0,168.0,cells/L,9556954000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
53,vcd,cultivation3,measurement,568124540.0,192.0,cells/L,10969052000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
54,vcd,cultivation3,measurement,568124540.0,216.0,cells/L,11009978000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
55,vcd,cultivation3,measurement,568124540.0,240.0,cells/L,8998681000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
56,vcd,cultivation3,measurement,568124540.0,264.0,cells/L,6790025700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
57,vcd,cultivation3,measurement,568124540.0,288.0,cells/L,5271744500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
58,vcd,cultivation3,measurement,568124540.0,312.0,cells/L,4254242000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
59,vcd,cultivation3,measurement,568124540.0,336.0,cells/L,3542997500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
60,vcd,cultivation4,measurement,678229900.0,0.0,cells/L,1392651300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
61,vcd,cultivation4,measurement,678229900.0,24.0,cells/L,1906846300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
62,vcd,cultivation4,measurement,678229900.0,48.0,cells/L,2602681000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
63,vcd,cultivation4,measurement,678229900.0,72.0,cells/L,3553101300.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
64,vcd,cultivation4,measurement,678229900.0,96.0,cells/L,4726138000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
65,vcd,cultivation4,measurement,678229900.0,120.0,cells/L,6098668500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
66,vcd,cultivation4,measurement,678229900.0,144.0,cells/L,7148283000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
67,vcd,cultivation4,measurement,678229900.0,168.0,cells/L,8045146600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
68,vcd,cultivation4,measurement,678229900.0,192.0,cells/L,9299879000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
69,vcd,cultivation4,measurement,678229900.0,216.0,cells/L,9931248000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
70,vcd,cultivation4,measurement,678229900.0,240.0,cells/L,9804908000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
71,vcd,cultivation4,measurement,678229900.0,264.0,cells/L,10695651000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
72,vcd,cultivation4,measurement,678229900.0,288.0,cells/L,10493975000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
73,vcd,cultivation4,measurement,678229900.0,312.0,cells/L,8967042000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
74,vcd,cultivation4,measurement,678229900.0,336.0,cells/L,7068274000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
75,vcd,cultivation5,measurement,816300900.0,0.0,cells/L,1475114600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
76,vcd,cultivation5,measurement,816300900.0,24.0,cells/L,2099513000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
77,vcd,cultivation5,measurement,816300900.0,48.0,cells/L,2933800700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
78,vcd,cultivation5,measurement,816300900.0,72.0,cells/L,4077527800.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
79,vcd,cultivation5,measurement,816300900.0,96.0,cells/L,5385151500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
80,vcd,cultivation5,measurement,816300900.0,120.0,cells/L,6766195000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
81,vcd,cultivation5,measurement,816300900.0,144.0,cells/L,7925287000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
82,vcd,cultivation5,measurement,816300900.0,168.0,cells/L,9429887000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
83,vcd,cultivation5,measurement,816300900.0,192.0,cells/L,11183255000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
84,vcd,cultivation5,measurement,816300900.0,216.0,cells/L,12877153000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
85,vcd,cultivation5,measurement,816300900.0,240.0,cells/L,14530000000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
86,vcd,cultivation5,measurement,816300900.0,264.0,cells/L,14706058000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
87,vcd,cultivation5,measurement,816300900.0,288.0,cells/L,12405135000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
88,vcd,cultivation5,measurement,816300900.0,312.0,cells/L,9394785000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
89,vcd,cultivation5,measurement,816300900.0,336.0,cells/L,7256279000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
90,vcd,cultivation6,measurement,804360900.0,0.0,cells/L,1506452200.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
91,vcd,cultivation6,measurement,804360900.0,24.0,cells/L,2180117500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
92,vcd,cultivation6,measurement,804360900.0,48.0,cells/L,2984945400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
93,vcd,cultivation6,measurement,804360900.0,72.0,cells/L,4090450700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
94,vcd,cultivation6,measurement,804360900.0,96.0,cells/L,5744257500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
95,vcd,cultivation6,measurement,804360900.0,120.0,cells/L,7655465500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
96,vcd,cultivation6,measurement,804360900.0,144.0,cells/L,9516662000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
97,vcd,cultivation6,measurement,804360900.0,168.0,cells/L,11109264000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
98,vcd,cultivation6,measurement,804360900.0,192.0,cells/L,12347582000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
99,vcd,cultivation6,measurement,804360900.0,216.0,cells/L,12609761000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
100,vcd,cultivation6,measurement,804360900.0,240.0,cells/L,13731200000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
101,vcd,cultivation6,measurement,804360900.0,264.0,cells/L,13229879000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
102,vcd,cultivation6,measurement,804360900.0,288.0,cells/L,10297950000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
103,vcd,cultivation6,measurement,804360900.0,312.0,cells/L,7683386000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
104,vcd,cultivation6,measurement,804360900.0,336.0,cells/L,5966760400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
105,vcd,cultivation7,measurement,598061400.0,0.0,cells/L,797083000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
106,vcd,cultivation7,measurement,598061400.0,24.0,cells/L,1088094100.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
107,vcd,cultivation7,measurement,598061400.0,48.0,cells/L,1451993500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
108,vcd,cultivation7,measurement,598061400.0,72.0,cells/L,1926944400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
109,vcd,cultivation7,measurement,598061400.0,96.0,cells/L,2597556700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
110,vcd,cultivation7,measurement,598061400.0,120.0,cells/L,3488199200.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
111,vcd,cultivation7,measurement,598061400.0,144.0,cells/L,4555088400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
112,vcd,cultivation7,measurement,598061400.0,168.0,cells/L,5781643000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
113,vcd,cultivation7,measurement,598061400.0,192.0,cells/L,7103340000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
114,vcd,cultivation7,measurement,598061400.0,216.0,cells/L,8053921000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
115,vcd,cultivation7,measurement,598061400.0,240.0,cells/L,9228237000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
116,vcd,cultivation7,measurement,598061400.0,264.0,cells/L,10655065000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
117,vcd,cultivation7,measurement,598061400.0,288.0,cells/L,11630979000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
118,vcd,cultivation7,measurement,598061400.0,312.0,cells/L,11474231000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
119,vcd,cultivation7,measurement,598061400.0,336.0,cells/L,9876831000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
120,vcd,cultivation8,measurement,681395140.0,0.0,cells/L,1086808400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
121,vcd,cultivation8,measurement,681395140.0,24.0,cells/L,1654157400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
122,vcd,cultivation8,measurement,681395140.0,48.0,cells/L,2458530000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
123,vcd,cultivation8,measurement,681395140.0,72.0,cells/L,3620886500.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
124,vcd,cultivation8,measurement,681395140.0,96.0,cells/L,5142085600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
125,vcd,cultivation8,measurement,681395140.0,120.0,cells/L,6911847400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
126,vcd,cultivation8,measurement,681395140.0,144.0,cells/L,8193935000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
127,vcd,cultivation8,measurement,681395140.0,168.0,cells/L,9113560000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
128,vcd,cultivation8,measurement,681395140.0,192.0,cells/L,9671333000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
129,vcd,cultivation8,measurement,681395140.0,216.0,cells/L,9151790000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
130,vcd,cultivation8,measurement,681395140.0,240.0,cells/L,9661132000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
131,vcd,cultivation8,measurement,681395140.0,264.0,cells/L,10521341000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
132,vcd,cultivation8,measurement,681395140.0,288.0,cells/L,10119018000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
133,vcd,cultivation8,measurement,681395140.0,312.0,cells/L,8380472000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
134,vcd,cultivation8,measurement,681395140.0,336.0,cells/L,6522374700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
135,vcd,cultivation9,measurement,652289540.0,0.0,cells/L,556451200.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
136,vcd,cultivation9,measurement,652289540.0,24.0,cells/L,848112400.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
137,vcd,cultivation9,measurement,652289540.0,48.0,cells/L,1287691600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
138,vcd,cultivation9,measurement,652289540.0,72.0,cells/L,1997391600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
139,vcd,cultivation9,measurement,652289540.0,96.0,cells/L,3186078200.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
140,vcd,cultivation9,measurement,652289540.0,120.0,cells/L,4863464000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
141,vcd,cultivation9,measurement,652289540.0,144.0,cells/L,6649232000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
142,vcd,cultivation9,measurement,652289540.0,168.0,cells/L,8196591000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
143,vcd,cultivation9,measurement,652289540.0,192.0,cells/L,9196673000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
144,vcd,cultivation9,measurement,652289540.0,216.0,cells/L,9564170000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
145,vcd,cultivation9,measurement,652289540.0,240.0,cells/L,10557106000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
146,vcd,cultivation9,measurement,652289540.0,264.0,cells/L,12010892000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
147,vcd,cultivation9,measurement,652289540.0,288.0,cells/L,11977271000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
148,vcd,cultivation9,measurement,652289540.0,312.0,cells/L,9734203000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
149,vcd,cultivation9,measurement,652289540.0,336.0,cells/L,7218098700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
150,tcd,cultivation1,measurement,587838600.0,0.0,cells/L,927856700.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
151,tcd,cultivation1,measurement,587838600.0,24.0,cells/L,1286427000.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
152,tcd,cultivation1,measurement,587838600.0,48.0,cells/L,1799870600.0,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/biomass_related_data.csv.gz
