,process_id,media_id,row_type,measurement_id,time,value,stdv,source,unit
35,cultivation4,feed1,feed,feed1,24.0,0.045,0.0045,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
36,cultivation4,feed2,feed,feed2,24.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
37,cultivation4,feed2,feed,feed2,72.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
38,cultivation4,feed2,feed,feed2,96.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
39,cultivation4,feed1,feed,feed1,144.0,0.045,0.0045,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
40,cultivation4,feed1,feed,feed1,168.0,0.045,0.0045,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
41,cultivation4,feed2,feed,feed2,168.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
42,cultivation4,feed2,feed,feed2,216.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
43,cultivation4,feed1,feed,feed1,240.0,0.045,0.0045,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
44,cultivation4,feed2,feed,feed2,240.0,0.068,0.0068,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
45,cultivation5,feed2,feed,feed2,24.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
46,cultivation5,feed2,feed,feed2,48.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
47,cultivation5,feed1,feed,feed1,72.0,0.067,0.0067,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
48,cultivation5,feed1,feed,feed1,120.0,0.067,0.0067,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
49,cultivation5,feed1,feed,feed1,144.0,0.067,0.0067,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
50,cultivation5,feed2,feed,feed2,144.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
51,cultivation5,feed1,feed,feed1,168.0,0.067,0.0067,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
52,cultivation5,feed2,feed,feed2,168.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
53,cultivation5,feed1,feed,feed1,192.0,0.067,0.0067,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
54,cultivation5,feed2,feed,feed2,216.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
55,cultivation5,feed2,feed,feed2,240.0,0.064,0.0064,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
56,cultivation6,feed1,feed,feed1,24.0,0.066,0.0066,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
57,cultivation6,feed1,feed,feed1,48.0,0.066,0.0066,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
58,cultivation6,feed2,feed,feed2,48.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
59,cultivation6,feed2,feed,feed2,72.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
60,cultivation6,feed1,feed,feed1,96.0,0.066,0.0066,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
61,cultivation6,feed2,feed,feed2,96.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
62,cultivation6,feed2,feed,feed2,144.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
63,cultivation6,feed1,feed,feed1,168.0,0.066,0.0066,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
64,cultivation6,feed1,feed,feed1,216.0,0.066,0.0066,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
65,cultivation6,feed2,feed,feed2,216.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
66,cultivation6,feed2,feed,feed2,240.0,0.092,0.0092,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
67,cultivation7,feed2,feed,feed2,48.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
68,cultivation7,feed1,feed,feed1,72.0,0.072,0.0072,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
69,cultivation7,feed2,feed,feed2,72.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
70,cultivation7,feed1,feed,feed1,96.0,0.072,0.0072,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
71,cultivation7,feed2,feed,feed2,144.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
72,cultivation7,feed2,feed,feed2,168.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
73,cultivation7,feed1,feed,feed1,216.0,0.072,0.0072,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
74,cultivation7,feed2,feed,feed2,216.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
75,cultivation7,feed1,feed,feed1,240.0,0.072,0.0072,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
76,cultivation7,feed2,feed,feed2,240.0,0.053,0.0053,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
77,cultivation8,feed1,feed,feed1,24.0,0.034,0.0034,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
78,cultivation8,feed2,feed,feed2,24.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
79,cultivation8,feed1,feed,feed1,48.0,0.034,0.0034,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
80,cultivation8,feed2,feed,feed2,72.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
81,cultivation8,feed2,feed,feed2,96.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
82,cultivation8,feed1,feed,feed1,144.0,0.034,0.0034,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
83,cultivation8,feed2,feed,feed2,168.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
84,cultivation8,feed2,feed,feed2,192.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
85,cultivation8,feed1,feed,feed1,216.0,0.034,0.0034,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
86,cultivation8,feed1,feed,feed1,240.0,0.034,0.0034,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
87,cultivation8,feed2,feed,feed2,240.0,0.075,0.0075,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
88,cultivation9,feed2,feed,feed2,24.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
89,cultivation9,feed1,feed,feed1,48.0,0.069,0.0069,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
90,cultivation9,feed2,feed,feed2,48.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
91,cultivation9,feed2,feed,feed2,72.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
92,cultivation9,feed2,feed,feed2,120.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
93,cultivation9,feed1,feed,feed1,144.0,0.069,0.0069,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
94,cultivation9,feed2,feed,feed2,192.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
95,cultivation9,feed1,feed,feed1,216.0,0.069,0.0069,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
96,cultivation9,feed1,feed,feed1,240.0,0.069,0.0069,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
97,cultivation9,feed2,feed,feed2,240.0,0.083,0.0083,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/feed_volume_data.csv.gz,L
